course_skill,best_esco,score
dropouts,outsourcing strategy,0.103
implied volatility,manage ICT legacy implication,0.103
amazon api gateway,gather data,0.103
gerenciamento da qualidade,ICT quality policy,0.103
grpc,grammar,0.103
serverless,assist the homeless,0.102
chatbot,mechatronics,0.102
mongodb,monitor elections,0.102
gestion de proyectos de desarrollo,design questionnaires,0.102
adobe xd,adolescent psychological development,0.102
spark sql,plan allocation of space,0.101
single linkage clustering,data engineering,0.101
gerenciamento agile,video conferencing tool,0.101
variational autoencoders,tools for ICT test automation,0.101
node-postgres,postediting,0.101
radar clutter thresholding,green building standards,0.1
nvidia,decide on providing funds,0.1
variables,act reliably,0.1
css,business process modelling,0.1
caso práctico,apply case management,0.1
cors,advise legislators,0.1
cancer stem cells,health care system,0.1
gerenciamento de riscos,video conferencing tool,0.1
cvss,business process modelling,0.1
jazz,JavaScript,0.1
apache hadoop,plan ICT capacity,0.1
ides,interpreting modes,0.1
html/css,business process modelling,0.1
extended kalman filters,evaluate tender,0.1
log–log plot,logistics,0.099
matrix diagonalization,diagnose education problems,0.099
maqueta,manage content metadata,0.099
np-completeness,ensure price competitiveness,0.099
truffle ide,build trust,0.098
delta lake,make legal decisions,0.098
zoom,Joomla,0.098
unscented kalman filters,create documented procedures,0.098
cassandra,strategies for handling cases of sexual assault,0.098
unix shell,sell products,0.098
belief propagation,follow a brief,0.098
redis,prepare credit reports,0.098
recopilación de datos,select photos,0.098
go variables,act reliably,0.097
linearity,hearing disability,0.097
sparksql,plan allocation of space,0.097
poise,identify stress points of customer interaction,0.097
cucumber,manage membership,0.097
pesquisa de ux,mergers and acquisitions,0.096
hanyu shuiping kaoshi (hsk),assist in developing marketing campaigns,0.096
cibersegurança,handle cybersecurity incidents,0.096
pivot tables,manage findable accessible interoperable and reusable data,0.096
midi,inter-organisational middleware system,0.096
disease,use techniques to increase patients' motivation,0.096
balsamiq,balance database resources,0.096
intégrité des données,interpreting modes,0.096
helm,help clients cope with grief,0.095
randomization,education administration,0.095
thymeleaf,assist the homeless,0.095
polymorphism,source criticism,0.095
mems sensors,secure sensitive customer's information,0.095
nettoyage des données,design computer network,0.095
aws cli,coach clients,0.095
clarity,social security law,0.094
html,ML (computer programming),0.094
maven,make data-driven decisions,0.094
xml,ML (computer programming),0.094
erds,quality standards,0.094
uml,ML (computer programming),0.094
planificación de proyectos,select photos,0.094
hierarchical clustering,data engineering,0.093
nursing,signal processing,0.093
guitar chords,keep records on sales,0.093
sparkml,plan allocation of space,0.093
prometheus,promote company,0.093
pensamiento estratégico,calculate compensation payments,0.093
radiometry,software metrics,0.093
snort ids,international import export regulations,0.093
código binario,use dictionaries,0.093
matrix algebra,algorithms,0.093
fastslam,carry out statistical forecasts,0.093
apache spark,plan allocation of space,0.092
money,monitor elections,0.092
owasp top-10,study topics,0.091
esl,real estate market,0.091
spring boot,read books,0.091
esri,real estate market,0.091
pensamento estratégico,calculate compensation payments,0.091
esg,real estate market,0.091
sostenbilidad,postediting,0.091
datenerhebung,stay up to date with social media,0.091
jre,core banking software,0.091
linear algebra,algorithms,0.09
least squares,manage software releases,0.09
marvel,channel marketing,0.09
aws elastic beanstalk,Smalltalk (computer programming),0.09
vuforia,editorial standards,0.09
glove,integrate marketing strategies with the global strategy,0.09
simple stereo,implement sales strategies,0.09
bash (unix shell),perform balance sheet operations,0.09
sistema de nombres de dominio,administer ICT system,0.089
coleta de dados,collect ICT data,0.089
tensorflow.js,develop ICT workflow,0.089
pix2pix,marketing mix,0.089
chord,record court procedures,0.089
redacción de negocios,negotiate with social service users,0.089
ggplot2,employment law,0.088
étude de cas,counsel students,0.087
recherche ux,develop professional network with researchers and scientists,0.087
cluster validation,perform stock valuation,0.087
wpscan,Scala,0.087
discrete random variables,discuss plays,0.087
fintech disruption,use interface description language,0.086
karriereentwicklung,screen clients,0.086
robot,root cause analysis,0.086
redshift,Swift (computer programming),0.086
beschaffung,system backup best practice,0.085
reason,work in crises areas,0.085
surgery,mergers and acquisitions,0.085
efl,reflexion,0.084
matplotlib,mathematics,0.084
estudo de caso,study music,0.084
allergy/asthma.,alternative energy,0.083
word2vec,keywords in digital content,0.083
cherrytree,promote free trade,0.082
éthique des données,design questionnaires,0.082
datenberechnungen,stay up to date with social media,0.082
cuda,manage personnel agenda,0.081
emt,employment law,0.081
turtlebot,provide information on wind turbines,0.081
amazon lex,practical lexicography,0.081
cancer,assess candidates,0.081
gestión de cambios,review investment portfolios,0.08
rdbms,debt systems,0.08
sql & rdbms,debt systems,0.08
- datenbereinigung,stay up to date with social media,0.08
datenbereinigung,stay up to date with social media,0.08
pemecahan masalah,master language rules,0.079
allergy/asthma,alternative energy,0.079
crazy 8s,types of aircraft,0.079
adobe illustrator,impart business plans to collaborators,0.079
maquette,manage data for legal matters,0.078
amazon rds,keep records on sales,0.078
jwts,legal requirements of ICT products,0.078
symbols,network management system tools,0.078
pre-att&ck,press law,0.078
latent variables,act reliably,0.078
cálculos de dados,calculate tax,0.077
segurança de rede,customer segmentation,0.077
crt0,create data sets,0.077
nodejs,normalise data,0.077
kaggle,organise social work packages,0.077
trabajos de diseño de ux,develop trade policies,0.077
uipath,psychopathology,0.077
node.js,normalise data,0.077
amazon dynamodb,memorise large amounts of information,0.076
knitr,knowledge base,0.076
cis benchmarks,market analysis,0.076
seguridad inalámbrica,customer segmentation,0.075
hydra,operate a camera,0.075
fragestellung,data storage,0.075
kanban,banking activities,0.074
dbscan,VBScript,0.074
seguridad de la red,customer segmentation,0.073
aws,follow the news,0.073
esquema de página,preserve original text,0.073
netflix oss,conduct research across disciplines,0.072
entscheidungsfindung,find grants,0.072
gestión de riesgos,test ICT queries,0.072
aufgabenschätzung,support the autonomy of young people,0.072
swagger,distributed ledger technology,0.072
nosql,normalise data,0.071
segurança de redes sem fio,semantics,0.071
arduino,criminology,0.071
dog,Prolog (computer programming),0.07
mengajukan pertanyaan,undertake inspections,0.07
dash,cadastral taxation,0.07
mockito,monitor stock market,0.07
ibm watson,prepare lesson content,0.07
pandas,follow company standards,0.07
watson,prepare lesson content,0.07
rnns,develop efficiency plans for logistics operations,0.069
gestão de riscos,risk management,0.069
heroku,plan measures to safeguard cultural heritage,0.069
call stacks,attack vectors,0.069
pengambilan keputusan,reputation management,0.069
ejecución del proyecto,consult with production director,0.069
