course_skill,best_esco,score
autodesk fusion 360,blood transfusion,0.137
fourier transform,risk transfer,0.136
planilha,plan,0.136
cobol divisions,diving operation requirements,0.136
javascript variables,transcription methods,0.135
punctuation,tend punch press,0.134
kanban,hoshin kanri strategic planning,0.134
dash,handle cash flow,0.133
tally prime,choose proper primer coat,0.132
depreciation,appreciate diverse cultural and artistic expression,0.132
ooda loops,train military troops,0.132
pytorch,torch temperature for metal processes,0.132
rest apis,forest conservation,0.132
particle filters,photonics,0.132
variables,act reliably,0.131
splunk,splice cable,0.131
arima,primary care,0.131
modules,create production schedules,0.131
mainframe,create furniture frames,0.131
agile fluency,pack fragile items for transportation,0.131
chatgpt,mechatronics,0.13
hibernate orm,international business,0.13
offline caching,advise on teaching methods,0.13
fragestellung,perform PESTEL analysis,0.13
confounding,funding methods,0.13
esquema,Basque,0.13
bigquery,analyse big data,0.13
compras,ban cameras,0.129
diagonalization,manage localisation,0.129
buffer overflow,buffing motions,0.129
adobe xd,use presentation software,0.129
servlets,perform media outlets research,0.129
belief propagation,political ideologies,0.128
ux friction,use dictionaries,0.128
java class library,understand spoken Javanese,0.128
random variable,act reliably,0.127
cyber attack,comply with the principles of self-defence,0.127
gerenciamento da qualidade,manage quality,0.126
hypertext preprocessor (php),prepress processes,0.126
convolutional kernels,create solutions to problems,0.126
angular cli,schedule regular machine maintenance,0.126
consolization,sterilization techniques,0.126
regression,document project progress,0.126
chords,check accounting records,0.126
sparkml,park vehicles,0.126
entomology,pathology,0.125
chatterbot,observe matter,0.125
elevator pitch,operate signal generator,0.125
outreach,position outriggers,0.125
broadcast,lead cast and crew,0.124
fastslam,fasten components,0.124
auto encoders,drive automatic car,0.124
mockup,make architectural mock-ups,0.123
dbscan,screen clients,0.123
combinatorics,combination of flavours,0.123
lean startup,clean surfaces,0.123
point clouds,identify abnormalities,0.122
- tabellenkalkulation,lean manufacturing,0.122
tabellenkalkulation,lean manufacturing,0.122
metasploit,manipulate metal,0.122
amazon dynamodb,thermodynamics,0.122
cyber defense,security threats,0.122
vulnerability patching,check durability of wood materials,0.122
asynchronous javascript,transcription methods,0.122
codeskulptor,code of Conduct for Responsible Fisheries,0.122
junit,check dangerous goods transport unit,0.122
apache spark,park vehicles,0.121
gestión con la metodología agile,pack fragile items for transportation,0.121
sparksql,park vehicles,0.121
incentive,develop preventive maintenance procedures for instruments,0.121
go variables,act reliably,0.121
deserialization,manage localisation,0.121
réflexion stratégique,perform services in a flexible manner,0.12
prostate cancer,cancellation policies of service providers,0.12
least squares,leasing characteristics,0.12
dyslexia,theoretical lexicography,0.119
uipath orchestrator,operate brazing equipment,0.119
numpy,apply numeracy skills,0.119
belonging,practise singing,0.119
flask,keep task records,0.119
maquette fonctionnelle,recruit personnel,0.119
angularjs,computer programming,0.118
kotlin,develop course outline,0.118
dax,melt wax,0.118
flourish,Irish,0.118
planificación estratégica,strategic planning,0.118
glove,Slovenian,0.118
dicom,medical imaging technology,0.118
figma,coordinate fire fighting,0.117
toe,position guardrails and toeboards,0.117
gases,flammable fluids,0.117
latent variables,apply for patents,0.116
python libraries,write calibration report,0.116
gerenciamento agile,pack fragile items for transportation,0.116
go range,micromechanics,0.116
autoencoder,monitor automated machines,0.116
go slices,attend performances,0.116
sorting,international financial reporting standards,0.116
unix,trade union regulations,0.115
gerenciamento das partes interessadas,protect client interests,0.115
sostenibilidad,listen actively,0.115
remix ide,marketing mix,0.115
unscented kalman filters,"browse, search and filter data, information and digital content",0.115
autoencoders,drive automatic car,0.114
approvisionnement,improvise,0.114
six sigma,sign language,0.114
azure portal,Portuguese,0.114
kalkulationstabelle,communicate regulations,0.113
c++ libraries,write calibration report,0.113
vulnerability exploitation,check durability of wood materials,0.113
gitops,hand props to actors,0.113
point cloud library,identify abnormalities,0.113
cloud endpoints,create wood joints,0.113
variational autoencoders,quality of fish products,0.112
backpropagation,manage backlogs,0.112
wgans,general medicine,0.112
ingestion,use questioning techniques,0.112
docstrings,tune stringed musical instruments,0.112
python ides,herbicides,0.112
linearity,maintain linen operation,0.111
python library fluency,literary techniques,0.111
retailing,attend to detail,0.111
apache hive,manage construction archive,0.111
html/css,style sheet languages,0.111
sql subqueries,assist visitors,0.111
bestimmung der stichprobengröße,clinical immunology,0.111
cloud native,alternative energy,0.11
linear equation,monitor the production line,0.109
github,Lithuanian,0.109
swagger,forging processes,0.109
css-in-js,style sheet languages,0.108
google adwords,use word processing software,0.107
midi,Hindi,0.107
accelerometers,monitor manufacturing impact,0.107
single linkage clustering,adopt ways to reduce negative impact of consumption,0.107
código binario,bind wire,0.107
blog posts,calculate production costs,0.107
datenethik,data ethics,0.106
anaconda,secondary school procedures,0.106
agrégation des données,law of obligation,0.106
hierarchical clustering,prepare surface for plastering,0.105
elevator pitches,install electric switches,0.105
fastapi,fasten components,0.105
datenintegrität,listen actively,0.105
touchpoint,administer appointments,0.105
jest,analyse test data,0.105
adobe illustrator,use presentation software,0.104
foreach loop,types of bleach,0.104
hanyu shuiping kaoshi (hsk),install metal gas piping,0.104
kafka rest proxy,forest conservation,0.104
autoscaling,drive automatic car,0.103
cors,audit contractors,0.103
derrivatives,deal with arrivals in accommodation,0.103
petri net,pet diseases,0.103
